id,x,y,vx,vy,energy,alive
47,34.090714,70.09565,-0.20311719,-0.43510577,1,1
48,13.15872,64.83365,0.01566534,-0.17861226,1,1
49,24.06929,75.87951,-0.15299995,-0.27359864,1,1
50,103.821625,110.648605,-0.35981703,-0.17726922,1,1
51,35.370037,51.686264,-0.27778888,0.067752376,1,1
52,32.87871,53.945644,-0.009620904,0.21534035,1,1
53,11.946936,19.049803,0.3828859,0.09937864,1,1
54,20.05388,26.421904,0.3713036,0.1140167,1,1
55,42.153473,39.149235,-0.15594928,0.00495069,1,1
56,81.665565,48.139416,-0.18970533,-0.22603785,1,1
57,95.04627,32.8787,-0.4273139,0.1055571,1,1
58,34.166866,105.26,0.32310888,-0.05637625,1,1
59,10.847342,87.441605,0.2817385,-0.0073079886,1,1
60,104.90212,67.49047,0.15597074,-0.07170835,1,1
61,28.497173,59.2541,0.25899112,0.20046386,1,1
62,41.378822,63.759594,0.2259021,-0.017394021,1,1
63,29.509583,104.74191,0.02651969,0.1642946,1,1
64,101.14784,95.48922,-0.34187385,-0.14234197,1,1
65,12.022085,99.86926,-0.23848917,-0.05184272,1,1
66,30.800865,14.177177,0.082969815,-0.07667584,1,1
67,28.093838,67.7775,0.29156822,-0.15898106,1,1
68,56.29119,102.966644,-0.43345612,-0.18316886,1,1
69,96.44727,92.87967,-0.03441258,0.4949769,1,1
70,100.20546,104.027306,-0.19319895,0.021182643,1,1
71,56.16448,100.59464,0.22189751,-0.3652629,1,1
72,112.163864,78.36611,-0.09387798,0.48986313,1,1
73,91.80607,96.82005,0.015971545,0.38009757,1,1
74,92.79875,17.389687,0.16800518,-0.10520342,1,1
75,45.22453,114.855804,0.2491009,0.22038817,1,1
76,77.24757,113.459785,0.04884713,0.4353578,1,1
77,44.827515,36.31436,-0.1396289,-0.36289844,1,1
78,107.008255,111.72858,0.03479591,0.13198344,1,1
79,26.797134,72.63143,-0.06939132,0.36554706,1,1
80,51.390522,32.65477,0.2308774,-0.05168846,1,1
81,116.8764,59.662445,-0.34973475,-0.014365115,1,1
82,29.430416,26.194153,0.113190114,-0.21172908,1,1
83,58.913296,35.19646,0.35690388,0.10071458,1,1
84,75.18886,29.564106,-0.2302146,0.18610084,1,1
85,52.187126,49.549583,0.26502207,0.06350991,1,1
86,104.80657,73.45516,-0.19377963,-0.18334703,1,1
87,109.68975,17.082294,0.21809807,0.07835789,1,1
88,52.35956,31.62999,0.27450407,0.10239656,1,1
89,65.58108,71.57565,-0.20882457,-0.44402903,1,1
90,91.82012,39.283424,0.39838105,-0.04848224,1,1
91,48.044144,116.52434,-0.18034735,-0.37720138,1,1
92,105.11742,92.01265,-0.013954904,-0.24995907,1,1
93,45.87136,76.32159,-0.12279886,0.089093305,1,1
94,98.41802,55.061962,0.45365062,0.08335968,1,1
95,96.845665,68.35789,0.14303154,0.2668485,1,1
96,67.13313,94.114815,-0.37515503,0.25582078,1,1
97,94.489555,21.376991,-0.4478448,0.14194852,1,1
98,16.66889,105.15426,-0.27608296,0.27391395,1,1
99,75.413635,98.81645,0.0673196,0.41189662,1,1
100,51.88249,110.142784,-0.22418563,0.13565075,1,1
101,80.71118,68.74725,-0.13215342,-0.038162462,1,1
102,104.67718,84.7583,0.15800421,-0.26669186,1,1
103,14.023636,41.29153,-0.12581936,0.057023704,1,1
104,103.720726,91.78154,0.33048642,0.03777755,1,1
105,83.09267,20.20244,-0.1041123,0.34729373,1,1
106,90.08539,98.68347,0.24908446,-0.018491693,1,1
107,14.374083,38.40601,0.22584605,0.27741027,1,1
108,104.21923,10.387255,0.2976606,0.10897535,1,1
109,59.873367,100.56567,-0.12138168,-0.14672942,1,1
110,59.897507,30.54636,0.09124015,0.071224414,1,1
111,33.03179,107.41393,0.18793432,-0.06629484,1,1
112,59.13778,98.36927,0.20417453,0.013089086,1,1
113,16.968958,17.263117,-0.29760104,-0.38940594,1,1
114,29.551798,49.062977,-0.016729133,0.25664583,1,1
115,86.88374,114.32131,-0.2508503,-0.043623842,1,1
116,57.485916,64.54736,0.1970567,-0.014274583,1,1
117,31.543074,24.445744,-0.21629575,0.053550567,1,1
118,17.047417,38.59677,-0.10075898,-0.040984035,1,1
119,80.11971,53.473995,-0.4075375,-0.003372498,1,1
120,54.816586,110.1004,0.1648293,0.39277497,1,1
121,68.614,48.921562,-0.28738877,0.09354406,1,1
122,63.086613,70.93148,0.05118195,0.44694138,1,1
123,21.737442,37.17865,0.02586253,-0.3169936,1,1
124,49.887527,16.34113,0.0451189,0.17948295,1,1
125,71.00772,112.39733,0.15607406,-0.23700494,1,1
126,15.299521,92.51345,0.12118176,0.32505596,1,1
127,15.514579,22.808853,-0.23960719,-0.3220576,1,1
128,26.882738,38.128242,-0.14841102,-0.42741135,1,1
129,25.2601,50.372192,0.42504025,-0.12607644,1,1
130,11.185442,25.5445,0.11206363,0.10547402,1,1
131,112.7063,116.23856,-0.008738265,-0.43137243,1,1
132,88.42897,95.96836,-0.40770426,0.27211592,1,1
133,10.42024,37.940605,0.12825705,0.20601778,1,1
134,74.5769,27.207306,-0.17936012,-0.22719115,1,1
135,68.59169,69.41583,0.43859968,-0.08947159,1,1
136,24.628073,43.821453,0.07511702,0.15747522,1,1
137,21.05035,69.412445,-0.24417268,0.09551534,1,1
138,17.338356,46.67851,0.31098217,-0.1467249,1,1
139,37.927887,22.147755,-0.07403551,0.14940579,1,1
140,84.84496,46.61236,-0.23352553,0.080247074,1,1
141,106.70139,99.83374,0.3725249,-0.17463562,1,1
142,44.4495,51.341084,-0.3557156,0.24399105,1,1
143,112.07087,41.221363,-0.40444666,0.13511133,1,1
144,107.27776,100.937904,-0.3723959,0.116512656,1,1
145,93.528595,50.959946,0.3840488,-0.2024322,1,1
146,23.063383,68.19705,-0.013195409,0.19572298,1,1
147,68.79198,106.3002,-0.15443754,-0.18667719,1,1
148,32.44812,73.787285,-0.38722974,-0.0042014383,1,1
149,60.894634,39.216724,-0.36279994,-0.053255167,1,1
150,78.24388,34.248337,-0.23606284,-0.2614299,1,1
151,29.000069,94.67109,0.019603895,0.20792805,1,1
152,44.87587,77.22285,-0.38008437,0.21966977,1,1
153,82.92569,71.500114,-0.4088372,-0.13363619,1,1
154,93.58151,41.54444,-0.23519908,-0.3553776,1,1
155,103.249886,99.10332,0.2766244,-0.145692,1,1
156,38.033806,44.637203,-0.3203311,0.15189306,1,1
157,23.982489,72.56351,-0.38010252,-0.12689437,1,1
158,64.732155,84.289024,0.35217354,0.118867174,1,1
159,103.1442,32.913925,0.19244774,-0.42984182,1,1
160,57.341396,57.3515,0.24276567,-0.33211967,1,1
161,52.3099,110.47204,0.26464257,-0.30482593,1,1
162,30.671398,88.9393,-0.18030387,-0.19507755,1,1
163,81.7715,68.86716,-0.17185606,0.07460366,1,1
164,116.427086,18.024057,-0.3498973,-0.27299306,1,1
165,31.569595,95.33128,-0.013809362,-0.14100589,1,1
166,108.33663,59.35108,0.46698123,-0.07469289,1,1
167,41.071594,59.221333,-0.14614011,0.019864254,1,1
168,68.09476,46.113224,0.27341244,0.22867914,1,1
169,83.03874,83.47799,-0.04098193,-0.13866691,1,1
170,92.14736,73.42194,-0.26340124,0.358358,1,1
171,61.48944,28.283056,0.41216317,-0.08191628,1,1
172,74.85815,65.38791,-0.11934925,0.4229084,1,1
173,79.124245,105.45692,-0.23719902,-0.099069715,1,1
174,117.49089,18.356596,0.1586538,0.3646082,1,1
175,59.611885,69.65417,-0.17987636,-0.34924015,1,1
176,85.74446,13.054306,-0.24114184,-0.41105184,1,1
177,75.56746,40.691254,0.30136198,-0.1617927,1,1
178,27.824154,56.850384,0.16220124,-0.33491492,1,1
179,92.814095,50.150867,-0.05526461,-0.45764685,1,1
180,42.32894,113.07581,0.28914177,0.021487994,1,1
181,57.8798,83.818085,0.012757548,0.24684988,1,1
182,58.760746,49.15119,-0.01345249,0.26208237,1,1
183,51.41966,94.97972,0.31132576,-0.18982308,1,1
184,68.48779,37.057304,-0.17110522,-0.06936278,1,1
185,85.848366,34.676895,-0.33211413,-0.19009514,1,1
186,39.19105,68.96452,0.1069856,0.34095415,1,1
187,17.644823,28.71433,0.31841743,-0.345868,1,1
188,47.40345,95.266655,0.23718713,-0.2304813,1,1
189,115.22457,97.99037,-0.26827794,0.07989616,1,1
190,35.659214,93.52728,0.3510938,-0.32104737,1,1
191,100.283905,77.44262,-0.33063155,-0.36242065,1,1
192,26.805824,27.685547,0.19514348,-0.24529126,1,1
193,110.27601,19.951168,0.010915393,-0.47553882,1,1
194,116.38219,78.54203,-0.18695512,0.3893647,1,1
195,51.75333,78.80997,-0.1959023,0.27619714,1,1
196,88.90029,94.722984,-0.34964526,-0.21380451,1,1
197,92.44923,39.734528,0.099445306,0.3327105,1,1
198,84.08985,24.563597,0.023910586,-0.24240848,1,1
199,24.972572,87.70624,0.13970415,0.046844415,1,1
200,70.86165,42.114914,-0.38954425,0.014092118,1,1
201,73.535355,109.027306,-0.36231858,0.21604922,1,1
202,18.67371,35.697735,-0.13090658,-0.20957652,1,1
203,34.050774,39.550217,0.23783801,0.045278415,1,1
204,36.895058,44.18229,-0.17914493,0.10899938,1,1
205,81.35264,113.25078,-0.15709513,0.2712045,1,1
206,66.714066,94.53081,0.032138884,0.11884528,1,1
207,27.109898,14.692149,0.14553234,-0.004587268,1,1
208,110.95979,23.685535,-0.22630674,0.16849303,1,1
209,28.34698,44.429638,-0.042720716,0.22433892,1,1
210,34.24691,71.48617,0.14428638,0.446992,1,1
211,80.23719,39.39944,-0.2923809,0.21345685,1,1
212,59.218063,43.071175,-0.18018767,-0.27498126,1,1
213,57.820564,22.775417,-0.11186113,0.05069899,1,1
214,63.437946,90.97133,0.20896748,-0.026641801,1,1
215,32.355396,70.88269,-0.188304,-0.095078796,1,1
216,60.737175,93.57921,-0.33381024,0.24820438,1,1
217,38.73882,40.18698,-0.4033348,-0.144183,1,1
218,84.083916,85.35074,0.28260872,-0.35224065,1,1
219,32.373497,16.797276,-0.414828,-0.060566433,1,1
220,12.659713,72.528076,0.20015377,-0.36460102,1,1
221,54.521767,115.36266,0.13687588,-0.026267624,1,1
222,29.089342,66.276566,0.10195513,0.2049976,1,1
223,116.51714,98.68774,0.14753106,0.29964948,1,1
224,89.883965,23.475563,-0.068640776,-0.35209107,1,1
225,34.84424,13.082412,-0.23200625,0.24520734,1,1
226,99.35819,18.404425,-0.11488899,0.064560905,1,1
227,89.8997,35.084904,-0.13510029,-0.13968489,1,1
228,42.125404,35.152237,0.06637185,0.15134932,1,1
229,57.383728,48.185287,-0.18579367,-0.058397364,1,1
230,38.24173,100.50279,-0.4625095,-0.15450007,1,1
231,77.25097,22.203733,0.1991406,0.30930248,1,1
232,48.173454,49.01901,-0.027272105,0.16503419,1,1
233,75.343185,43.019394,-0.3629148,-0.15756702,1,1
234,82.50806,116.94709,-0.26211414,0.023085017,1,1
235,47.912888,61.909977,0.065752275,-0.33875963,1,1
236,72.914116,48.735123,0.2608053,-0.11755889,1,1
237,64.775116,92.031334,-0.028854728,-0.1626991,1,1
238,29.694435,57.865562,0.25107807,-0.09408573,1,1
239,114.4079,77.20476,-0.1286168,0.11275082,1,1
240,114.79768,97.086006,-0.30646992,-0.15374361,1,1
241,49.76082,86.33333,-0.30394012,-0.10499046,1,1
242,57.402565,84.277435,0.105131485,0.38614526,1,1
243,48.68163,51.78732,0.19054472,-0.14044653,1,1
244,109.879486,89.445595,0.20041834,0.3355052,1,1
245,11.275499,76.241905,-0.012821123,0.23894326,1,1
246,84.92555,46.05592,-0.31777936,-0.028183647,1,1
247,82.62547,34.92128,-0.1849314,0.04198525,1,1
248,33.931545,85.7819,-0.03800352,-0.273692,1,1
249,18.274906,116.75436,-0.08002881,0.42993575,1,1
250,21.732279,90.708084,-0.16549563,-0.3947712,1,1
251,28.02599,75.73272,-0.42223004,-0.20619942,1,1
252,64.904465,57.40282,-0.10878663,0.16339475,1,1
253,22.328064,80.75595,0.046160866,-0.10572883,1,1
254,101.8224,18.613148,-0.030708741,-0.14396434,1,1
255,74.57292,26.142267,0.36555052,-0.10251505,1,1
256,79.46174,87.57416,0.0029841,0.13319235,1,1
257,93.272,19.355537,-0.05185844,0.09714717,1,1
258,114.91598,39.60144,0.19711292,0.13742736,1,1
259,70.17153,95.43255,-0.1426924,0.06386958,1,1
260,36.567028,84.172585,-0.12400997,0.34013957,1,1
261,103.99112,106.06904,-0.18494304,-0.33654985,1,1
262,41.234932,73.00286,-0.14871405,0.32912776,1,1
263,52.878674,21.209068,-0.011277942,-0.13038972,1,1
264,63.270576,103.128265,0.19451429,-0.29462844,1,1
265,28.717072,107.72384,0.40083915,-0.2489553,1,1
266,48.311214,83.53326,0.0894391,-0.12741497,1,1
267,101.68723,49.04516,0.32508773,-0.147853,1,1
268,111.79843,82.18559,0.21132419,0.030078199,1,1
269,117.902374,11.690178,0.11202024,-0.03991127,1,1
270,90.82551,47.66477,-0.14198165,0.1155219,1,1
271,104.0394,104.541916,-0.06887921,-0.31790882,1,1
272,13.34638,54.387474,-0.09102839,-0.34200215,1,1
273,73.99663,51.114544,0.117506206,-0.086955056,1,1
274,52.646942,16.60292,-0.3788333,-0.2771321,1,1
275,71.94237,114.50013,-0.034652635,0.41579318,1,1
276,17.828003,13.347114,-0.36169124,0.013218522,1,1
277,94.355545,64.3217,0.4675916,0.080171175,1,1
278,57.338398,10.176305,-0.104434915,-0.1310115,1,1
279,66.61224,67.27495,0.20067126,-0.08251301,1,1
280,97.97976,64.17234,-0.26960477,-0.024471043,1,1
281,103.946594,57.14676,-0.11928593,0.08737217,1,1
282,78.43605,41.324192,-0.090765044,-0.3569783,1,1
283,20.503359,69.85135,-0.2391313,-0.1166302,1,1
284,79.63479,34.676598,-0.13066056,-0.036417674,1,1
285,57.72077,89.403305,-0.0943387,0.17656966,1,1
286,58.949524,56.958427,-0.2213898,0.07967669,1,1
287,26.41248,83.97411,0.42168075,-0.040066227,1,1
288,37.068867,35.297462,0.10309376,-0.013074404,1,1
289,29.786682,71.804825,0.10750112,-0.15254223,1,1
290,21.300373,76.76471,-0.20140459,0.31758714,1,1
291,77.975075,112.33877,-0.011854971,0.25377342,1,1
292,80.74664,62.806446,-0.14007232,0.42416587,1,1
293,33.96722,71.38598,-0.09318711,-0.23132189,1,1
294,115.12148,96.83462,0.27868792,-0.22764775,1,1
295,112.677124,40.517494,-0.036685538,0.31107286,1,1
296,50.079334,99.37597,-0.2490824,-0.24417037,1,1
297,58.849735,46.93466,0.36083144,0.01573604,1,1
298,69.469185,71.461,0.44033214,-0.23610117,1,1
299,51.072353,78.91327,0.1745559,0.22748405,1,1
300,34.260773,101.51279,0.10600163,-0.2736154,1,1
301,69.47357,117.56731,-0.06490669,-0.12943952,1,1
302,61.25574,39.158813,-0.2316873,-0.31531775,1,1
303,92.37982,36.780476,-0.18529043,-0.3970966,1,1
304,78.24267,25.733744,-0.21539691,-0.09668734,1,1
305,32.585106,61.03597,0.28650132,-0.15904012,1,1
306,83.96403,105.470436,-0.08253584,-0.088704705,1,1
307,101.529106,51.564884,0.050710607,0.19197558,1,1
308,112.19669,116.91694,0.1762802,0.15681818,1,1
309,46.147083,40.670986,0.18128999,-0.11951948,1,1
310,69.17273,97.41843,0.4793013,-0.06510564,1,1
311,68.88289,11.771275,0.1039998,-0.0010912713,1,1
312,90.95553,65.78632,-0.17295781,-0.06456683,1,1
313,116.620346,33.35614,0.16310593,0.067577586,1,1
314,58.738586,108.01009,0.0064308215,-0.13317592,1,1
315,66.4783,33.926086,-0.08891471,0.18413144,1,1
316,113.310165,108.576355,0.011434606,-0.22814968,1,1
317,22.668081,81.12508,-0.24308218,-0.25878435,1,1
318,33.092815,73.70392,0.012614254,0.40198776,1,1
319,28.536352,33.36464,0.049163178,0.31302753,1,1
320,115.299774,54.953968,-0.14857881,-0.102082275,1,1
321,24.739927,44.98788,-0.13802457,0.3030437,1,1
322,115.01045,104.214096,-0.30723688,-0.29583573,1,1
323,32.143726,113.52488,0.2955544,-0.19912267,1,1
324,66.907,55.974796,0.13381597,-0.3186947,1,1
325,55.86912,114.50801,0.25687814,0.16961734,1,1
326,101.19151,26.430916,0.2958382,0.19643097,1,1
327,103.19452,63.203243,0.20969939,0.069051705,1,1
328,90.721146,87.26129,-0.0881495,0.06971983,1,1
329,106.95489,82.05328,-0.0596722,0.4779154,1,1
330,55.083744,103.544044,0.044130217,-0.12947612,1,1
331,75.37787,58.792583,-0.2723801,-0.33595836,1,1
332,61.3614,82.94619,0.15050335,-0.19594097,1,1
333,99.65145,116.5858,-0.12448858,-0.32489473,1,1
334,115.90309,70.95876,-0.022508783,0.232507,1,1
335,28.478313,16.435577,-0.015837364,0.18209687,1,1
336,15.191439,33.822212,0.06113518,-0.41442984,1,1
337,16.518566,51.161846,0.041580934,0.23741405,1,1
338,104.78699,62.999374,-0.35868195,0.15578945,1,1
339,105.09607,80.31225,0.024757968,0.10009778,1,1
340,23.560974,63.258,-0.35755312,0.1315773,1,1
341,90.865974,107.70817,-0.336919,-0.048249487,1,1
342,33.46324,32.282036,0.08506235,0.10090119,1,1
343,35.176376,111.400764,-0.31659925,0.112984695,1,1
344,14.441944,83.91432,-0.38072532,0.26200998,1,1
345,115.22367,48.742474,-0.33284026,-0.021607412,1,1
346,106.28984,90.278145,-0.27479327,0.27498558,1,1
347,78.95582,30.105392,0.17850699,0.2514181,1,1
348,15.431357,71.129234,-0.3341298,-0.06596346,1,1
349,103.489075,49.361538,-0.09247314,-0.078414604,1,1
350,98.52822,68.678696,-0.073334344,-0.42283013,1,1
351,13.428545,115.2023,0.32095146,-0.18881257,1,1
352,63.120716,93.48517,0.036847774,0.16261487,1,1
353,39.973995,110.02834,0.0882722,-0.08851754,1,1
354,52.322773,39.902386,-0.081595026,0.33889103,1,1
355,83.50659,34.426495,-0.10295275,-0.16303931,1,1
356,74.25085,69.13728,-0.037690736,0.1447412,1,1
357,74.17754,106.60999,0.14420995,-0.16122262,1,1
358,52.27783,57.67664,0.27609536,-0.081009485,1,1
359,37.54341,75.95602,-0.13395871,-0.2712793,1,1
360,28.704983,88.62512,0.09840665,-0.07184148,1,1
361,75.14982,96.834,0.17296602,0.21852818,1,1
362,60.07966,33.585655,-0.16104858,0.24636446,1,1
363,91.33662,12.135691,-0.33885813,0.037105687,1,1
364,17.802937,90.65885,0.3940403,-0.20157702,1,1
365,65.61643,99.16924,0.088430725,-0.20868093,1,1
366,37.62797,15.447528,-0.38866496,-0.3123603,1,1
367,52.390842,30.426807,-0.4112095,0.19850394,1,1
368,43.67427,90.88592,0.020760387,0.09784626,1,1
369,73.53996,40.46619,0.13639808,-0.10231248,1,1
370,16.889637,10.241141,-0.09703601,0.2826277,1,1
371,20.840609,110.8909,-0.109186575,0.025469711,1,1
372,49.795242,72.53473,-0.3480164,0.17608726,1,1
373,47.071827,40.058903,-0.09187198,0.07186072,1,1
374,42.538383,45.99635,0.20781337,-0.15779759,1,1
375,43.60834,117.21627,0.093731016,0.08962024,1,1
376,28.082754,15.120101,-0.14077511,-0.12456838,1,1
377,30.18385,115.91422,-0.24165307,0.15886176,1,1
378,70.99826,44.552048,0.13982125,-0.30361956,1,1
379,27.508533,111.6542,-0.40872672,0.208167,1,1
380,103.109604,29.243553,0.29504898,0.40335274,1,1
381,91.69873,68.51207,-0.11942142,0.23062748,1,1
382,59.076286,56.15177,0.07720809,0.20216772,1,1
383,13.108534,27.237923,0.23728666,-0.077519126,1,1
384,68.41259,77.76506,0.08596188,-0.17392543,1,1
385,64.45594,70.89685,-0.1879135,-0.42191553,1,1
386,51.683434,52.680817,0.30715355,0.2003857,1,1
387,52.413734,13.386227,0.24749826,0.13824372,1,1
388,114.219955,44.570126,0.262379,0.13747045,1,1
389,101.010826,78.51495,-0.0827804,0.2783597,1,1
390,14.675863,98.67062,0.19188279,0.307872,1,1
391,20.001133,48.52864,0.04691619,0.13867588,1,1
392,116.32671,14.735575,-0.48709917,0.088602886,1,1
393,111.9909,117.53292,-0.3048852,0.18628675,1,1
394,117.63064,49.506622,0.39057323,-0.013535484,1,1
395,75.88783,82.075096,0.025263073,0.2245752,1,1
396,81.564064,26.439568,0.03228974,-0.15706514,1,1
397,51.754078,111.950935,0.026729094,0.44142807,1,1
398,77.54815,108.93789,-0.15297304,0.123550124,1,1
399,40.48616,10.1177635,0.3288374,-0.07497348,1,1
400,48.16466,56.75187,-0.22326633,0.32799116,1,1
401,64.15208,55.35325,-0.40215275,0.17128316,1,1
402,23.601273,41.666695,-0.18667223,0.19912137,1,1
403,84.97555,33.224277,-0.18804978,-0.087332934,1,1
404,76.93506,65.09965,0.22528176,-0.1583376,1,1
405,102.33409,39.306587,0.23114803,0.025362212,1,1
406,22.77758,98.70326,0.07209073,-0.44703728,1,1
407,93.94556,112.26815,0.015904404,0.15439683,1,1
408,88.84321,16.561798,-0.1567452,-0.39143193,1,1
409,22.079544,10.131656,-0.19012876,-0.04042171,1,1
410,66.365105,24.581673,0.4068677,0.16918173,1,1
411,38.4504,77.02092,-0.2487595,0.23410302,1,1
412,35.85784,25.782578,0.100463,0.15540919,1,1
413,93.4053,100.591415,-0.38497865,0.28563848,1,1
414,71.77315,70.70488,0.22179206,0.23180269,1,1
415,113.78206,49.824135,0.23924688,-0.226833,1,1
416,62.70752,12.11101,-0.4129931,0.26079834,1,1
417,45.395424,27.122,0.35393226,0.103625536,1,1
418,61.098568,40.744682,-0.045504477,-0.2765039,1,1
419,46.9725,43.743214,-0.030269375,-0.3271092,1,1
420,112.6183,91.08519,0.3458515,0.11784537,1,1
421,116.83329,58.163864,0.042439383,0.14653665,1,1
422,48.3529,62.99202,0.0014644242,-0.20339505,1,1
423,116.47385,115.66872,-0.36904863,0.30966917,1,1
424,65.73135,68.861206,0.21856308,0.09233611,1,1
425,13.986221,75.50021,0.34408677,0.069903955,1,1
426,80.98624,25.194298,0.07499875,0.47024778,1,1
427,23.224201,115.889915,-0.07159604,0.30510047,1,1
428,57.942783,39.91221,0.24641252,-0.059448764,1,1
429,46.818172,62.833305,0.10932744,0.03490781,1,1
430,31.69959,33.94259,0.27120626,0.274802,1,1
431,30.694637,105.16257,-0.107086085,0.039114013,1,1
432,88.245605,10.77388,-0.19318019,-0.014309946,1,1
433,11.305471,47.22976,-0.2644446,-0.15282017,1,1
434,85.77589,19.616402,0.051166702,-0.103544235,1,1
435,89.78336,57.680283,0.03389645,0.23786843,1,1
436,106.655914,68.52141,0.075127356,0.14525804,1,1
437,98.74419,59.515545,-0.14851592,-0.3583914,1,1
438,48.574295,37.616524,-0.23295254,-0.02530208,1,1
439,108.708466,65.62167,0.11962029,0.22309475,1,1
440,114.699326,59.569477,0.34906968,-0.29419217,1,1
441,68.460526,49.0617,-0.22048964,-0.31737727,1,1
442,29.882765,61.29892,0.10808314,-0.18857567,1,1
443,95.375175,41.569687,0.20735088,-0.071499914,1,1
444,85.9869,19.21577,-0.028530786,0.21667348,1,1
445,93.9733,110.31756,0.092669494,0.44737226,1,1
446,114.98953,68.49838,-0.19792607,-0.37963578,1,1
447,34.324875,93.96519,0.3356645,-0.047379587,1,1
448,49.156265,58.981377,-0.104101054,0.061762087,1,1
449,88.69261,48.08802,0.4017819,-0.2490242,1,1
450,47.91823,106.406906,0.47351316,-0.055020757,1,1
451,90.359215,50.123623,0.33335543,0.32443172,1,1
452,42.300064,31.686432,0.024065066,0.110809684,1,1
453,16.502678,112.063866,0.06923688,0.34474027,1,1
454,114.883705,99.14572,0.41049734,0.20669983,1,1
455,30.888966,38.07345,0.25477347,0.20940354,1,1
456,65.326584,52.79652,-0.116877146,-0.039383963,1,1
457,73.26383,44.678543,-0.045107428,-0.14985408,1,1
458,78.77405,93.925316,0.25101554,0.11252739,1,1
459,86.40334,110.35807,0.09186093,-0.06570722,1,1
460,31.458887,106.9264,0.3866451,0.23425217,1,1
461,41.59389,92.91385,-0.0703134,-0.2896869,1,1
462,92.00736,106.411224,0.08333153,0.20330113,1,1
463,40.815453,49.428253,-0.12330643,-0.3372757,1,1
464,53.14962,71.688095,-0.319909,-0.004898615,1,1
465,94.30609,84.54142,0.16541225,-0.23617019,1,1
466,86.14488,59.88891,-0.09227888,0.05512041,1,1
467,20.857964,11.914814,0.17090847,0.38574743,1,1
468,57.98622,101.126595,0.370509,0.0004662279,1,1
469,37.45285,79.22759,-0.1871537,-0.03755709,1,1
470,40.267624,57.97628,-0.18406533,0.43989107,1,1
471,83.94286,116.304,-0.19203901,-0.016644213,1,1
472,56.65083,28.247858,0.39366028,0.09836395,1,1
473,43.48486,11.0466795,0.34294963,0.28567126,1,1
474,86.45327,39.39918,0.04176269,0.39366698,1,1
475,72.68985,39.83284,-0.17572534,-0.28331077,1,1
476,92.05286,43.91648,-0.11264327,0.23755944,1,1
477,58.304043,10.334997,-0.107974745,0.02102597,1,1
478,71.062836,15.961727,-0.17891611,0.13582142,1,1
479,11.3250675,44.299862,0.26945156,0.059402756,1,1
480,19.235031,94.81544,0.25843313,-0.028756412,1,1
481,82.96413,94.74006,0.034155842,-0.14643493,1,1
